asset_id,store_id,asset_type,make,model,system_version,serial_number,install_date,last_service_date,warranty_expiry
PRN-0086-P1,SW-0086,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP791309,2022-09-26,2023-01-09,2025-01-14
PRN-0086-P2,SW-0086,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP112426,2020-02-04,2023-09-29,2026-07-17
POS-0087-T1,SW-0087,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT200992,2021-01-02,2023-02-24,2024-01-02
RTR-0087-01,SW-0087,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL256130,2022-05-09,2023-04-09,2026-09-27
PRN-0087-P1,SW-0087,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP380310,2022-03-23,2023-02-10,2027-02-04
POS-0088-T1,SW-0088,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT968286,2021-09-06,2023-12-17,2024-09-06
RTR-0088-01,SW-0088,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL785491,2021-03-06,2023-02-17,2026-02-20
PRN-0088-P1,SW-0088,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP158840,2023-07-28,2023-01-05,2025-12-17
POS-0089-T1,SW-0089,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT653815,2023-03-04,2023-02-18,2026-03-04
RTR-0089-01,SW-0089,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL340927,2022-03-09,2023-12-21,2026-08-04
PRN-0089-P1,SW-0089,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP177959,2023-11-02,2023-05-24,2025-03-09
SSM-0089-01,SW-0089,Soft Serve Machine,CreamTech SC-500,CreamTech SC-500,CreamTech SC-500 v2.4,CT991737,2022-10-07,2023-01-09,2025-08-01
POS-0090-T1,SW-0090,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT270341,2020-06-06,2023-06-03,2023-06-06
RTR-0090-01,SW-0090,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL352153,2023-03-08,2023-12-13,2026-07-08
PRN-0090-P1,SW-0090,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP928897,2023-11-12,2023-02-10,2027-10-23
POS-0091-T1,SW-0091,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT734565,2020-06-04,2023-06-24,2023-06-04
POS-0091-T2,SW-0091,POS Terminal,OrbitPOS,OrbitPOS Terminal 2,OrbitPOS v2.1,FT911131,2023-05-04,2023-07-23,2026-05-04
RTR-0091-01,SW-0091,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL131064,2022-07-14,2023-08-19,2026-05-18
PRN-0091-P1,SW-0091,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP552825,2021-01-15,2023-12-15,2027-02-18
PRN-0091-P2,SW-0091,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP909676,2023-06-20,2023-06-01,2026-05-20
POS-0092-T1,SW-0092,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v5.1.1,FT875584,2023-07-22,2023-03-20,2026-07-22
POS-0092-T2,SW-0092,POS Terminal,FoodTech POS,FoodTech POS Terminal 2,FoodTech POS v5.1.0,FT211726,2021-10-10,2023-07-04,2024-10-10
RTR-0092-01,SW-0092,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL105447,2022-09-24,2023-08-16,2026-01-04
PRN-0092-P1,SW-0092,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP238943,2020-06-27,2023-04-06,2027-06-02
KSK-0092-01,SW-0092,Self-Order Kiosk,ServeWell Kiosk,ServeWell Kiosk,ServeWell Kiosk v2.1,KS684041,2023-07-23,2023-09-20,2027-02-22
POS-0093-T1,SW-0093,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.1,FT503951,2023-05-09,2023-06-16,2026-05-09
RTR-0093-01,SW-0093,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL406024,2023-04-28,2023-07-18,2025-03-28
PRN-0093-P1,SW-0093,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP699743,2022-12-03,2023-03-28,2027-02-19
SSM-0093-01,SW-0093,Soft Serve Machine,CreamTech SC-500,CreamTech SC-500,CreamTech SC-500 v2.4,CT245584,2022-07-05,2023-06-04,2025-10-02
KSK-0093-01,SW-0093,Self-Order Kiosk,ServeWell Kiosk,ServeWell Kiosk,ServeWell Kiosk v2.1,KS253023,2022-03-06,2023-03-27,2027-03-22
POS-0094-T1,SW-0094,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT855917,2021-05-30,2023-05-07,2024-05-30
RTR-0094-01,SW-0094,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL619886,2022-02-05,2023-08-23,2025-04-20
PRN-0094-P1,SW-0094,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP514913,2021-11-11,2023-11-14,2027-02-18
PRN-0094-P2,SW-0094,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP561607,2021-11-16,2023-08-09,2025-10-06
SSM-0094-01,SW-0094,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v1.8,CT436241,2022-02-16,2023-09-03,2025-11-18
POS-0095-T1,SW-0095,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT441716,2023-03-25,2023-05-05,2026-03-25
RTR-0095-01,SW-0095,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL393916,2023-03-16,2023-07-06,2025-04-27
PRN-0095-P1,SW-0095,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP720995,2023-01-22,2023-04-03,2025-02-25
SSM-0095-01,SW-0095,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v2.0,CT842776,2022-03-06,2023-08-13,2025-10-26
POS-0096-T1,SW-0096,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT245939,2023-10-10,2023-09-13,2026-10-10
RTR-0096-01,SW-0096,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL417543,2022-05-11,2023-05-10,2026-11-06
PRN-0096-P1,SW-0096,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP927406,2022-02-11,2023-02-07,2027-07-09
PRN-0096-P2,SW-0096,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP710527,2022-03-31,2023-10-01,2027-11-04
KSK-0096-01,SW-0096,Self-Order Kiosk,TouchPoint K1,TouchPoint K1,TouchPoint K1 v1.1,KS538620,2023-07-11,2023-01-19,2027-01-04
POS-0097-T1,SW-0097,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT789545,2020-08-11,2023-05-08,2023-08-11
RTR-0097-01,SW-0097,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL472253,2021-12-07,2023-11-28,2026-09-20
PRN-0097-P1,SW-0097,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP889245,2021-11-10,2023-08-09,2025-08-05
PRN-0097-P2,SW-0097,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP203396,2021-06-13,2023-04-24,2027-11-12
POS-0098-T1,SW-0098,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT510133,2022-07-01,2023-07-11,2025-07-01
RTR-0098-01,SW-0098,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL909859,2023-10-22,2023-03-19,2025-12-20
PRN-0098-P1,SW-0098,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP209627,2021-08-28,2023-08-01,2025-06-25
POS-0099-T1,SW-0099,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT922366,2021-12-03,2023-08-22,2024-12-03
POS-0099-T2,SW-0099,POS Terminal,FoodTech POS,FoodTech POS Terminal 2,FoodTech POS v4.2.2,FT465219,2022-12-03,2023-09-05,2025-12-03
RTR-0099-01,SW-0099,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL202365,2023-06-17,2023-12-23,2026-04-09
PRN-0099-P1,SW-0099,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP146853,2023-12-26,2023-02-28,2025-02-16
SSM-0099-01,SW-0099,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v1.8,CT779445,2021-08-12,2023-12-13,2025-06-18
POS-0100-T1,SW-0100,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.1,FT687044,2020-11-23,2023-06-19,2023-11-23
RTR-0100-01,SW-0100,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL584498,2022-04-20,2023-07-27,2026-10-07
PRN-0100-P1,SW-0100,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP514798,2020-02-29,2023-11-11,2026-02-09
PRN-0100-P2,SW-0100,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP720970,2022-05-29,2023-07-19,2025-01-10
POS-0101-T1,SW-0101,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT938338,2023-03-28,2023-02-22,2026-03-28
RTR-0101-01,SW-0101,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL296041,2023-01-20,2023-06-16,2025-07-21
PRN-0101-P1,SW-0101,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP803281,2022-09-29,2023-09-28,2026-10-04
POS-0102-T1,SW-0102,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT747351,2021-12-21,2023-08-23,2024-12-21
RTR-0102-01,SW-0102,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL953266,2022-09-02,2023-11-11,2026-08-28
PRN-0102-P1,SW-0102,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP428399,2020-08-29,2023-05-03,2026-09-18
PRN-0102-P2,SW-0102,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP291936,2022-02-03,2023-12-22,2025-10-17
POS-0103-T1,SW-0103,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v5.1.0,FT610310,2022-05-16,2023-04-06,2025-05-16
POS-0103-T2,SW-0103,POS Terminal,FoodTech POS,FoodTech POS Terminal 2,FoodTech POS v5.1.1,FT776604,2023-01-05,2023-12-22,2026-01-05
RTR-0103-01,SW-0103,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL681868,2021-12-08,2023-09-08,2025-10-23
PRN-0103-P1,SW-0103,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP982885,2022-07-12,2023-11-14,2025-04-20
PRN-0103-P2,SW-0103,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP110048,2022-09-19,2023-03-11,2026-02-04
POS-0104-T1,SW-0104,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT615611,2022-04-17,2023-12-17,2025-04-17
RTR-0104-01,SW-0104,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL844638,2023-06-29,2023-09-08,2025-06-21
PRN-0104-P1,SW-0104,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP934541,2021-03-27,2023-05-30,2025-03-08
PRN-0104-P2,SW-0104,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP335765,2023-01-06,2023-05-28,2025-12-11
POS-0105-T1,SW-0105,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v5.1.0,FT218710,2023-01-30,2023-09-19,2026-01-30
RTR-0105-01,SW-0105,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL219754,2022-07-03,2023-10-06,2026-01-11
PRN-0105-P1,SW-0105,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP896922,2022-06-22,2023-10-07,2026-03-24
POS-0106-T1,SW-0106,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT571578,2021-09-01,2023-01-17,2024-09-01
RTR-0106-01,SW-0106,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL465509,2021-06-28,2023-08-13,2025-05-01
PRN-0106-P1,SW-0106,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP320073,2023-04-19,2023-12-19,2026-12-20
KSK-0106-01,SW-0106,Self-Order Kiosk,TouchPoint K1,TouchPoint K1,TouchPoint K1 v1.1,KS739905,2023-10-10,2023-08-08,2026-06-19
POS-0107-T1,SW-0107,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT658136,2023-03-13,2023-06-29,2026-03-13
RTR-0107-01,SW-0107,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL725850,2021-12-11,2023-06-15,2026-12-22
PRN-0107-P1,SW-0107,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP999695,2022-11-19,2023-12-14,2025-07-15
POS-0108-T1,SW-0108,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT233051,2021-07-21,2023-12-02,2024-07-21
RTR-0108-01,SW-0108,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL239136,2022-05-27,2023-03-16,2026-12-30
PRN-0108-P1,SW-0108,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP898462,2023-10-16,2023-07-21,2027-09-30
SSM-0108-01,SW-0108,Soft Serve Machine,CreamTech SC-500,CreamTech SC-500,CreamTech SC-500 v2.4,CT705474,2022-07-05,2023-11-18,2026-03-01
POS-0109-T1,SW-0109,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT886224,2022-04-05,2023-09-21,2025-04-05
RTR-0109-01,SW-0109,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL828449,2023-01-26,2023-08-21,2026-05-15
PRN-0109-P1,SW-0109,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP911739,2020-07-09,2023-08-23,2027-01-04
KSK-0109-01,SW-0109,Self-Order Kiosk,ServeWell Kiosk,ServeWell Kiosk,ServeWell Kiosk v2.0,KS934328,2023-07-02,2023-07-23,2026-08-12
POS-0110-T1,SW-0110,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.3,FT673896,2021-08-03,2023-06-22,2024-08-03
RTR-0110-01,SW-0110,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL236937,2023-09-21,2023-06-25,2026-11-30
PRN-0110-P1,SW-0110,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP204411,2023-07-06,2023-08-24,2025-02-03
POS-0111-T1,SW-0111,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT822040,2022-05-26,2023-04-14,2025-05-26
RTR-0111-01,SW-0111,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL781571,2022-09-11,2023-03-23,2025-10-08
PRN-0111-P1,SW-0111,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP362552,2020-06-17,2023-07-10,2025-12-05
PRN-0111-P2,SW-0111,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP515594,2023-07-05,2023-06-06,2026-04-25
SSM-0111-01,SW-0111,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v2.0,CT787326,2021-07-06,2023-12-27,2025-04-08
POS-0112-T1,SW-0112,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT566686,2022-11-29,2023-12-15,2025-11-29
POS-0112-T2,SW-0112,POS Terminal,FoodTech POS,FoodTech POS Terminal 2,FoodTech POS v4.2.1,FT460263,2020-01-17,2023-12-23,2023-01-17
RTR-0112-01,SW-0112,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL542828,2021-09-28,2023-09-02,2025-03-14
PRN-0112-P1,SW-0112,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP866260,2020-07-28,2023-02-22,2026-10-04
PRN-0112-P2,SW-0112,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP413791,2020-10-07,2023-07-15,2025-09-30
SSM-0112-01,SW-0112,Soft Serve Machine,CreamTech SC-500,CreamTech SC-500,CreamTech SC-500 v2.4,CT171734,2023-12-23,2023-10-16,2025-01-09
POS-0113-T1,SW-0113,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT531709,2023-07-10,2023-03-19,2026-07-10
RTR-0113-01,SW-0113,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL819916,2023-06-26,2023-04-22,2025-03-30
PRN-0113-P1,SW-0113,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP888996,2020-09-09,2023-10-29,2027-02-26
POS-0114-T1,SW-0114,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT188341,2021-07-21,2023-11-27,2024-07-21
RTR-0114-01,SW-0114,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL680278,2022-08-07,2023-12-20,2025-01-28
PRN-0114-P1,SW-0114,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP315425,2022-11-26,2023-11-07,2027-11-10
POS-0115-T1,SW-0115,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.2,FT218220,2022-10-10,2023-07-17,2025-10-10
RTR-0115-01,SW-0115,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL623850,2021-05-26,2023-09-28,2025-01-13
PRN-0115-P1,SW-0115,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP238394,2022-03-03,2023-10-19,2027-05-12
SSM-0115-01,SW-0115,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v1.8,CT672896,2021-12-20,2023-08-30,2025-03-16
POS-0116-T1,SW-0116,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT631219,2020-05-03,2023-07-23,2023-05-03
RTR-0116-01,SW-0116,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.2,NL759104,2023-10-24,2023-08-01,2026-03-10
PRN-0116-P1,SW-0116,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP771652,2023-01-03,2023-10-03,2025-11-09
SSM-0116-01,SW-0116,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v1.8,CT187657,2022-09-27,2023-02-10,2026-06-08
KSK-0116-01,SW-0116,Self-Order Kiosk,ServeWell Kiosk,ServeWell Kiosk,ServeWell Kiosk v2.0,KS947312,2022-06-09,2023-10-02,2026-12-01
POS-0117-T1,SW-0117,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT558737,2021-09-27,2023-12-24,2024-09-27
RTR-0117-01,SW-0117,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL987586,2022-05-04,2023-01-30,2025-09-08
PRN-0117-P1,SW-0117,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP221620,2022-07-17,2023-11-10,2025-04-23
PRN-0117-P2,SW-0117,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP798435,2023-09-09,2023-03-31,2025-09-02
POS-0118-T1,SW-0118,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.0,FT642347,2021-12-11,2023-09-25,2024-12-11
POS-0118-T2,SW-0118,POS Terminal,FoodTech POS,FoodTech POS Terminal 2,FoodTech POS v4.2.3,FT233096,2020-12-07,2023-07-10,2023-12-07
RTR-0118-01,SW-0118,Network Router,Cisco SG350,Cisco SG350,Cisco SG350 15.2.1,NL919067,2022-07-05,2023-03-02,2025-01-31
PRN-0118-P1,SW-0118,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP385192,2022-12-08,2023-02-02,2026-06-23
SSM-0118-01,SW-0118,Soft Serve Machine,CreamTech SC-300,CreamTech SC-300,CreamTech SC-300 v3.1,CT620248,2023-07-22,2023-09-19,2026-01-04
KSK-0118-01,SW-0118,Self-Order Kiosk,ServeWell Kiosk,ServeWell Kiosk,ServeWell Kiosk v2.0,KS623879,2023-08-04,2023-03-27,2027-01-12
POS-0119-T1,SW-0119,POS Terminal,FoodTech POS,FoodTech POS Terminal 1,FoodTech POS v4.2.1,FT102693,2021-04-12,2023-09-18,2024-04-12
RTR-0119-01,SW-0119,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL112884,2022-05-16,2023-01-24,2026-04-29
PRN-0119-P1,SW-0119,Receipt Printer,EpsonTM-T88VI,EpsonTM-T88VI,EpsonTM-T88VI v1.12,EP287654,2020-03-13,2023-10-11,2027-05-09
SSM-0119-01,SW-0119,Soft Serve Machine,CreamTech SC-500,CreamTech SC-500,CreamTech SC-500 v2.4,CT437433,2022-05-24,2023-08-02,2025-11-24
POS-0120-T1,SW-0120,POS Terminal,OrbitPOS,OrbitPOS Terminal 1,OrbitPOS v2.1,FT288056,2023-10-10,2023-01-27,2026-10-10
RTR-0120-01,SW-0120,Network Router,NetLink NL-3000,NetLink NL-3000,NetLink NL-3000 v2.1,NL943409,2023-11-23,2023-01-24,2026-02-15
PRN-0120-P1,SW-0120,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP396020,2021-09-28,2023-06-17,2025-06-26
PRN-0120-P2,SW-0120,Receipt Printer,StarMC Print v2,StarMC Print v2,StarMC Print v2 v3.0,EP108356,2022-01-25,2023-04-13,2026-08-21
SSM-0120-01,SW-0120,Soft Serve Machine,FrostyPro 800,FrostyPro 800,FrostyPro 800 v1.8,CT875501,2022-05-12,2023-08-26,2026-01-13
KSK-0120-01,SW-0120,Self-Order Kiosk,TouchPoint K1,TouchPoint K1,TouchPoint K1 v1.1,KS617326,2022-07-20,2023-10-07,2026-09-09
